id,universitySlug,nameFa,iscCategory,iscRank,dimension,status,reportedStatus,publicationAdjustment,reviewOutcome,reviewedAt,sourceCount,sourceKinds,sourceUrls,verificationBasis,missingDataRule
guilan:informationTechnology,guilan,دانشگاه گیلان,جامع,13,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
guilan:systemsServices,guilan,دانشگاه گیلان,جامع,13,systemsServices,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
guilan:documentsRegulations,guilan,دانشگاه گیلان,جامع,13,documentsRegulations,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
urmia:portalIdentity,urmia,دانشگاه ارومیه,جامع,14,portalIdentity,observed-reference,observed-reference,,reference-only,2026-08-10,1,portal-identity,https://www.urmia.ac.ir/,"An official public reference was observed, but direct dimension attribution was not established.",Unresolved is not absence and is never automatically scored as zero.
urmia:organization,urmia,دانشگاه ارومیه,جامع,14,organization,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
urmia:libraryDocuments,urmia,دانشگاه ارومیه,جامع,14,libraryDocuments,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
urmia:laboratories,urmia,دانشگاه ارومیه,جامع,14,laboratories,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
urmia:industryTechnology,urmia,دانشگاه ارومیه,جامع,14,industryTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
urmia:informationTechnology,urmia,دانشگاه ارومیه,جامع,14,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
urmia:systemsServices,urmia,دانشگاه ارومیه,جامع,14,systemsServices,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
urmia:documentsRegulations,urmia,دانشگاه ارومیه,جامع,14,documentsRegulations,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
semnan:portalIdentity,semnan,دانشگاه سمنان,جامع,15,portalIdentity,verified,verified,,evidence-confirmed,2026-08-10,1,portal-identity,https://research.semnan.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
semnan:organization,semnan,دانشگاه سمنان,جامع,15,organization,verified,verified,,evidence-confirmed,2026-08-10,1,unit,https://research.semnan.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
semnan:libraryDocuments,semnan,دانشگاه سمنان,جامع,15,libraryDocuments,verified,verified,,evidence-confirmed,2026-08-10,1,unit,https://research.semnan.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
semnan:laboratories,semnan,دانشگاه سمنان,جامع,15,laboratories,verified,verified,,evidence-confirmed,2026-08-10,1,unit,https://research.semnan.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
semnan:industryTechnology,semnan,دانشگاه سمنان,جامع,15,industryTechnology,verified,verified,,evidence-confirmed,2026-08-10,1,unit,https://research.semnan.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
semnan:informationTechnology,semnan,دانشگاه سمنان,جامع,15,informationTechnology,observed-reference,verified,Downgraded until a source proving organizational IT dependency is registered.,reference-only,2026-08-10,1,unit,https://research.semnan.ac.ir/,Downgraded until a source proving organizational IT dependency is registered.,Unresolved is not absence and is never automatically scored as zero.
semnan:systemsServices,semnan,دانشگاه سمنان,جامع,15,systemsServices,verified,verified,,evidence-confirmed,2026-08-10,1,system,https://research.semnan.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
semnan:documentsRegulations,semnan,دانشگاه سمنان,جامع,15,documentsRegulations,verified,verified,,evidence-confirmed,2026-08-10,1,document,https://research.semnan.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
sistan-baluchestan:portalIdentity,sistan-baluchestan,دانشگاه سیستان و بلوچستان,جامع,16,portalIdentity,verified,verified,,evidence-confirmed,2026-08-10,1,research-review-specific,https://www.usb.ac.ir/%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA-%D9%87%D8%A7/%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA-%D9%BE%DA%98%D9%88%D9%87%D8%B4%DB%8C-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C/%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA-%D9%BE%DA%98%D9%88%D9%87%D8%B4%DB%8C/%D9%85%D8%B9%D8%B1%D9%81%DB%8C-%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
sistan-baluchestan:organization,sistan-baluchestan,دانشگاه سیستان و بلوچستان,جامع,16,organization,observed-reference,verified,Downgraded because no dimension-specific public URL was registered.,reference-only,2026-08-10,2,research-review-reference | research-review-reference,https://www.usb.ac.ir/%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA-%D9%87%D8%A7/%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA-%D9%BE%DA%98%D9%88%D9%87%D8%B4%DB%8C-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C/%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA-%D9%BE%DA%98%D9%88%D9%87%D8%B4%DB%8C/%D9%85%D8%B9%D8%B1%D9%81%DB%8C-%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA | https://www.usb.ac.ir/%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA-%D9%87%D8%A7/%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA-%D9%BE%DA%98%D9%88%D9%87%D8%B4%DB%8C-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C/%DA%A9%D9%85%DB%8C%D8%AA%D9%87-%D8%A7%D8%AE%D9%84%D8%A7%D9%82-%D8%AF%D8%B1-%D9%BE%DA%98%D9%88%D9%87%D8%B4/%D8%AF%D8%B3%D8%AA%D9%88%D8%B1%D8%A7%D9%84%D8%B9%D9%85%D9%84-%D9%87%D8%A7-%D9%88-%D8%B1%D8%A7%D9%87%D9%86%D9%85%D8%A7%D9%87%D8%A7%DB%8C-%D8%A7%D8%AE%D9%84%D8%A7%D9%82%DB%8C-%D9%BE%DA%98%D9%88%D9%87%D8%B4%DB%8C,Downgraded because no dimension-specific public URL was registered.,Unresolved is not absence and is never automatically scored as zero.
sistan-baluchestan:libraryDocuments,sistan-baluchestan,دانشگاه سیستان و بلوچستان,جامع,16,libraryDocuments,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
sistan-baluchestan:laboratories,sistan-baluchestan,دانشگاه سیستان و بلوچستان,جامع,16,laboratories,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
sistan-baluchestan:industryTechnology,sistan-baluchestan,دانشگاه سیستان و بلوچستان,جامع,16,industryTechnology,observed-reference,observed-reference,,reference-only,2026-08-10,0,,,"An official public reference was observed, but direct dimension attribution was not established.",Unresolved is not absence and is never automatically scored as zero.
sistan-baluchestan:informationTechnology,sistan-baluchestan,دانشگاه سیستان و بلوچستان,جامع,16,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
sistan-baluchestan:systemsServices,sistan-baluchestan,دانشگاه سیستان و بلوچستان,جامع,16,systemsServices,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
sistan-baluchestan:documentsRegulations,sistan-baluchestan,دانشگاه سیستان و بلوچستان,جامع,16,documentsRegulations,verified,verified,,evidence-confirmed,2026-08-10,1,research-review-specific,https://www.usb.ac.ir/%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA-%D9%87%D8%A7/%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA-%D9%BE%DA%98%D9%88%D9%87%D8%B4%DB%8C-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C/%DA%A9%D9%85%DB%8C%D8%AA%D9%87-%D8%A7%D8%AE%D9%84%D8%A7%D9%82-%D8%AF%D8%B1-%D9%BE%DA%98%D9%88%D9%87%D8%B4/%D8%AF%D8%B3%D8%AA%D9%88%D8%B1%D8%A7%D9%84%D8%B9%D9%85%D9%84-%D9%87%D8%A7-%D9%88-%D8%B1%D8%A7%D9%87%D9%86%D9%85%D8%A7%D9%87%D8%A7%DB%8C-%D8%A7%D8%AE%D9%84%D8%A7%D9%82%DB%8C-%D9%BE%DA%98%D9%88%D9%87%D8%B4%DB%8C,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
